Line#,Date,"Temperature (S-THB 20148981:20147576-1), *C, USDA-WS6","PAR (S-LIA 20148981:20140001-1), uE, USDA-WS6","RH (S-THB 20148981:20147576-2), %, USDA-WS6","Temperature (S-TMB 20148981:20130466-1), *C, USDA-WS6","Solar Radiation (S-LIB 20148981:20142891-1), W/m^2, USDA-WS6","Dew Point (S-THB 20148981:20147576-3), *C, USDA-WS6","Water Content (S-SMD 20148981:20152203-1), m^3/m^3, USDA-WS6","Rain (S-RGB 20148981:20148771-1), mm, USDA-WS6","Battery (RX3000 BATTERY 20148981:20148981-B), V, USDA-WS6"
413,4/25/2018 8:30,20.56,1,93.9,20.86,1,19.56,0.438,0,4.353
414,4/25/2018 8:35,20.53,1,93.7,20.84,1,19.51,0.438,0,4.353
415,4/25/2018 8:40,20.46,1,93.7,20.82,1,19.44,0.4373,0,4.353
416,4/25/2018 8:45,20.36,1,93.8,20.82,1,19.36,0.438,0,4.353
417,4/25/2018 8:50,20.39,1,93.5,20.79,1,19.33,0.4373,0,4.353
418,4/25/2018 8:55,20.39,1,93.5,20.77,1,19.33,0.4373,0,4.352
419,4/25/2018 9:00,20.34,1,93.8,20.75,1,19.33,0.4373,0,4.353
420,4/25/2018 9:05,20.48,1,93.3,20.72,1,19.39,0.4373,0,4.352
421,4/25/2018 9:10,20.44,1,93.5,20.72,1,19.38,0.4373,0,4.352
422,4/25/2018 9:15,20.36,1,93.6,20.72,1,19.32,0.4373,0,4.352
423,4/25/2018 9:20,20.39,1,93.2,20.7,1,19.28,0.4373,0,4.352
424,4/25/2018 9:25,20.36,1,93.2,20.67,1,19.25,0.4367,0,4.352
425,4/25/2018 9:30,20.36,1,93,20.65,1,19.22,0.4373,0,4.352
426,4/25/2018 9:35,20.36,1,92.4,20.65,1,19.12,0.4373,0,4.352
427,4/25/2018 9:40,20.36,1,92,20.63,1,19.05,0.4373,0,4.352
428,4/25/2018 9:45,20.29,1,92.1,20.6,1,18.99,0.4373,0,4.352
429,4/25/2018 9:50,20.08,1,92.8,20.58,1,18.9,0.4373,0,4.352
430,4/25/2018 9:55,20.01,1,93.1,20.56,1,18.88,0.4373,0,4.352
431,4/25/2018 10:00,19.89,1,93.6,20.56,1,18.85,0.4373,0,4.352
432,4/25/2018 10:05,19.86,1,94.2,20.53,1,18.93,0.4373,0,4.35
433,4/25/2018 10:10,19.82,1,94.6,20.51,1,18.95,0.4367,0,4.35
434,4/25/2018 10:15,19.89,1,94.3,20.51,1,18.97,0.4373,0,4.35
435,4/25/2018 10:20,20.01,1,93.7,20.51,1,18.99,0.4373,0,4.35
436,4/25/2018 10:25,19.98,1,93.5,20.48,1,18.93,0.4367,0,4.346
437,4/25/2018 10:30,20.01,1,93.3,20.48,1,18.92,0.4367,0,4.329
438,4/25/2018 10:35,19.98,1,93.5,20.46,1,18.93,0.4367,0,4.316
439,4/25/2018 10:40,19.98,1,93.6,20.46,1,18.95,0.4367,0,4.323
440,4/25/2018 10:45,20.01,1,93.6,20.46,1,18.97,0.4367,0,4.328
441,4/25/2018 10:50,20.1,1,93.1,20.46,1,18.98,0.4367,0,4.332
442,4/25/2018 10:55,20.13,1,93.3,20.44,1,19.04,0.4367,0,4.334
443,4/25/2018 11:00,20.08,1,93.6,20.44,1,19.04,0.4367,0,4.335
444,4/25/2018 11:05,20.1,1,93.6,20.44,1,19.06,0.4367,0,4.337
445,4/25/2018 11:10,20.08,1,93.8,20.44,1,19.07,0.4367,0,4.338
446,4/25/2018 11:15,20.1,1,93.8,20.44,1,19.1,0.4367,0,4.338
447,4/25/2018 11:20,20.13,1,93.6,20.44,1,19.09,0.4367,0,4.34
448,4/25/2018 11:25,20.13,1,93.3,20.44,1,19.04,0.436,0,4.34
449,4/25/2018 11:30,20.2,1,92.9,20.44,1,19.04,0.4367,0,4.341
450,4/25/2018 11:35,20.13,1,93,20.41,1,18.98,0.4367,0,4.341
451,4/25/2018 11:40,20.17,1,92.7,20.41,1,18.98,0.4367,0,4.341
452,4/25/2018 11:45,20.13,1,92.9,20.41,1,18.97,0.4367,0,4.341
453,4/25/2018 11:50,20.06,1,93.1,20.41,1,18.93,0.4367,0,4.341
454,4/25/2018 11:55,19.98,1,93.3,20.39,1,18.89,0.436,0,4.341
455,4/25/2018 12:00,20.06,1,91.8,20.36,1,18.7,0.4367,0,4.341
456,4/25/2018 12:05,19.84,1,92.7,20.32,1,18.65,0.436,0,4.341
457,4/25/2018 12:10,19.82,1,92.7,20.29,1,18.62,0.436,0,4.341
458,4/25/2018 12:15,19.75,1,92.7,20.27,1,18.55,0.436,0,4.341
459,4/25/2018 12:20,19.65,1,92.9,20.27,1,18.49,0.4367,0,4.341
460,4/25/2018 12:25,19.46,1,93.9,20.25,1,18.48,0.436,0,4.341
461,4/25/2018 12:30,19.46,1,94,20.25,1,18.49,0.436,0,4.341
462,4/25/2018 12:35,19.48,1,93.7,20.22,1,18.47,0.436,0,4.341
463,4/25/2018 12:40,19.53,1,93.2,20.2,1,18.43,0.436,0,4.343
464,4/25/2018 12:45,19.51,1,93.1,20.2,1,18.39,0.436,0,4.341
465,4/25/2018 12:50,19.53,1,92.8,20.17,1,18.36,0.436,0,4.341
466,4/25/2018 12:55,19.46,1,93.1,20.17,1,18.34,0.436,0,4.341
467,4/25/2018 13:00,19.37,1,93.7,20.15,1,18.35,0.436,0,4.341
468,4/25/2018 13:05,19.32,1,94.2,20.15,1,18.39,0.436,0,4.341
469,4/25/2018 13:10,19.27,1,94.5,20.15,1,18.39,0.436,0,4.341
470,4/25/2018 13:15,19.29,1,94.5,20.15,1,18.41,0.436,0,4.341
471,4/25/2018 13:20,19.25,1,94.3,20.13,1,18.33,0.436,0,4.341
472,4/25/2018 13:25,19.27,1,94.2,20.1,1,18.34,0.436,0,4.341
473,4/25/2018 13:30,19.34,1,94,20.1,1,18.38,0.436,0,4.341
474,4/25/2018 13:35,19.37,1,93.9,20.1,1,18.38,0.436,0,4.341
475,4/25/2018 13:40,19.29,1,93.9,20.1,1,18.31,0.436,0,4.341
476,4/25/2018 13:45,19.17,1,93.9,20.1,1,18.19,0.436,0,4.341
477,4/25/2018 13:50,19.1,1,93.9,20.08,1,18.12,0.436,0,4.341
478,4/25/2018 13:55,19.08,1,93.5,20.06,1,18.03,0.4353,0,4.34
479,4/25/2018 14:00,19.03,1,93.3,20.03,1,17.95,0.436,0,4.34
480,4/25/2018 14:05,19.01,1,94.9,20.03,1,18.2,0.436,0,4.341
481,4/25/2018 14:10,19.08,1,95.4,20.06,1,18.35,0.4367,0,4.34
482,4/25/2018 14:15,19.03,1,96.2,20.08,1,18.44,0.438,0,4.34
483,4/25/2018 14:20,19.03,1,97.1,20.08,1,18.59,0.4387,0,4.34
484,4/25/2018 14:25,18.96,1,97.4,20.08,1,18.56,0.4408,0.2,4.335
485,4/25/2018 14:30,18.87,1,97.7,20.08,1,18.52,0.4416,0,4.314
486,4/25/2018 14:35,18.84,1,98.2,20.08,1,18.58,0.4437,0,4.304
487,4/25/2018 14:40,18.68,1,98.4,20.08,1,18.44,0.4444,0,4.314
488,4/25/2018 14:45,18.53,1,98.7,20.06,1,18.35,0.4451,0,4.319
489,4/25/2018 14:50,18.6,1,98.7,20.01,1,18.42,0.4444,0,4.323
490,4/25/2018 14:55,18.68,1,98.4,20.01,1,18.44,0.4444,0,4.325
491,4/25/2018 15:00,18.75,1,98.2,19.98,1,18.48,0.4444,0,4.326
492,4/25/2018 15:05,18.77,1,97.8,19.98,1,18.44,0.4437,0,4.328
493,4/25/2018 15:10,18.79,1,96.3,19.96,1,18.22,0.4437,0,4.329
494,4/25/2018 15:15,18.68,1,94.6,19.91,1,17.81,0.4437,0,4.331
495,4/25/2018 15:20,18.7,1,94.4,19.86,1,17.8,0.4437,0,4.331
496,4/25/2018 15:25,18.87,1,94.1,19.82,1,17.92,0.443,0,4.332
497,4/25/2018 15:30,18.77,1,94.6,19.79,1,17.91,0.443,0,4.332
498,4/25/2018 15:35,18.89,1,93.6,19.79,1,17.86,0.443,0,4.334
499,4/25/2018 15:40,19.08,1,92.3,19.77,1,17.82,0.4423,0,4.334
500,4/25/2018 15:45,19.03,1,91.9,19.75,1,17.71,0.4423,0,4.334
501,4/25/2018 15:50,19.1,1,91,19.72,1,17.62,0.4423,0,4.334
502,4/25/2018 15:55,18.49,4,93.2,19.72,2,17.39,0.4423,0,4.334
503,4/25/2018 16:00,18.34,9,94.2,19.7,4,17.42,0.4423,0,4.335
504,4/25/2018 16:05,18.22,19,94.9,19.7,8,17.42,0.4423,0,4.34
505,4/25/2018 16:10,18.06,26,95.5,19.72,11,17.35,0.4423,0,4.347
506,4/25/2018 16:15,18.08,31,95.6,19.72,12,17.39,0.4423,0,4.356
507,4/25/2018 16:20,18.13,44,95.4,19.7,19,17.4,0.4423,0,4.37
508,4/25/2018 16:25,18.1,61,95.9,19.7,28,17.46,0.4423,0,4.385
509,4/25/2018 16:30,18.1,61,95.9,19.7,23,17.46,0.4423,0,4.411
510,4/25/2018 16:35,18.13,64,96.2,19.72,22,17.54,0.443,0,4.432
511,4/25/2018 16:40,18.18,79,96.5,19.72,29,17.63,0.4423,0,4.448
512,4/25/2018 16:45,18.41,94,96.3,19.7,37,17.84,0.4423,0,4.447
513,4/25/2018 16:50,18.51,91,96.5,19.67,34,17.97,0.4423,0,4.436
514,4/25/2018 16:55,18.65,104,96.6,19.7,43,18.12,0.4423,0,4.429
515,4/25/2018 17:00,18.91,84,96.2,19.7,37,18.32,0.4423,0,4.421
516,4/25/2018 17:05,19.32,126,94.6,19.72,63,18.45,0.4423,0,4.415
517,4/25/2018 17:10,19.41,176,94.6,19.75,86,18.55,0.4416,0,4.411
518,4/25/2018 17:15,19.56,176,94.7,19.77,83,18.71,0.4423,0,4.406
519,4/25/2018 17:20,19.72,261,95,19.82,132,18.92,0.4423,0,4.402
520,4/25/2018 17:25,20.48,801,93.9,19.84,411,19.49,0.4416,0,4.411
521,4/25/2018 17:30,21.82,801,92.3,19.91,401,20.54,0.4416,0,4.444
522,4/25/2018 17:35,22.49,846,89.2,20.01,398,20.65,0.4416,0,4.474
523,4/25/2018 17:40,23.47,384,87.1,20.1,167,21.23,0.4408,0,4.466
524,4/25/2018 17:45,22.75,1024,89.5,20.15,481,20.96,0.4408,0,4.453
525,4/25/2018 17:50,22.97,346,90,20.22,151,21.27,0.4408,0,4.444
526,4/25/2018 17:55,22.78,231,90.1,20.32,96,21.1,0.4408,0,4.436
527,4/25/2018 18:00,22.13,186,90.4,20.39,77,20.51,0.4408,0,4.429
528,4/25/2018 18:05,21.87,289,91.4,20.44,129,20.43,0.4408,0,4.424
529,4/25/2018 18:10,22.32,489,91.5,20.48,234,20.9,0.4401,0,4.418
530,4/25/2018 18:15,22.85,731,91.5,20.51,339,21.42,0.4401,0,4.414
531,4/25/2018 18:20,24.53,1164,85.7,20.56,549,22.01,0.4401,0,4.408
532,4/25/2018 18:25,25.04,429,82.7,20.65,188,21.92,0.4401,0,4.402
533,4/25/2018 18:30,24.05,1374,81.9,20.75,654,20.79,0.4401,0,4.418
534,4/25/2018 18:35,24.82,674,79.1,20.84,314,20.98,0.4401,0,4.453
535,4/25/2018 18:40,25.62,1514,78.7,20.91,731,21.67,0.4401,0,4.478
536,4/25/2018 18:45,24.39,1311,79.5,21.06,613,20.64,0.4401,0,4.466
537,4/25/2018 18:50,25.02,1746,77.5,21.15,839,20.83,0.4401,0,4.453
538,4/25/2018 18:55,25.36,1616,79.4,21.25,773,21.56,0.4401,0,4.442
539,4/25/2018 19:00,25.5,1694,77.8,21.32,814,21.37,0.4401,0,4.436
540,4/25/2018 19:05,25.14,384,78.1,21.32,173,21.08,0.4394,0,4.427
541,4/25/2018 19:10,24.15,1529,80.7,21.32,726,20.65,0.4394,0,4.423
542,4/25/2018 19:15,24.56,1484,80.5,21.32,701,21.01,0.4394,0,4.415
543,4/25/2018 19:20,24.58,494,77.4,21.32,227,20.39,0.4394,0,4.411
544,4/25/2018 19:25,24.48,1919,78.8,21.29,927,20.59,0.4394,0,4.406
545,4/25/2018 19:30,25.16,2066,75.5,21.37,1009,20.55,0.4394,0,4.402
546,4/25/2018 19:35,25.33,476,75.5,21.44,238,20.71,0.4387,0,4.412
547,4/25/2018 19:40,24.82,594,77.1,21.46,296,20.56,0.4387,0,4.448
548,4/25/2018 19:45,25.09,789,72.2,21.49,368,19.75,0.438,0,4.48
549,4/25/2018 19:50,25.87,1934,72.8,21.51,938,20.64,0.4387,0,4.465
550,4/25/2018 19:55,25.74,1899,72.5,21.53,921,20.45,0.4387,0,4.453
551,4/25/2018 20:00,25.6,1811,72.6,21.65,879,20.33,0.4387,0,4.441
552,4/25/2018 20:05,26.21,1896,73,21.7,928,21.01,0.4387,0,4.433
553,4/25/2018 20:10,25.57,1696,73.4,21.8,834,20.49,0.4387,0,4.426
554,4/25/2018 20:15,25.33,2036,74.8,21.82,1004,20.56,0.438,0,4.42
555,4/25/2018 20:20,25.23,1994,73.1,21.84,987,20.09,0.438,0,4.414
556,4/25/2018 20:25,25.67,1934,74.1,21.89,962,20.74,0.438,0,4.409
557,4/25/2018 20:30,25.82,2011,72.6,21.96,1003,20.54,0.438,0,4.403
558,4/25/2018 20:35,25.79,1716,71.8,22.01,851,20.34,0.438,0,4.4
559,4/25/2018 20:40,25.02,2091,75.9,21.99,1046,20.49,0.4373,0,4.429
560,4/25/2018 20:45,25.6,1944,74.5,21.99,972,20.75,0.438,0,4.472
561,4/25/2018 20:50,24.92,1961,75.5,22.01,979,20.31,0.4373,0,4.477
562,4/25/2018 20:55,25.14,2186,75.2,22.01,1093,20.46,0.4373,0,4.456
563,4/25/2018 21:00,24.94,1479,72.6,22.03,712,19.7,0.4373,0,4.445
564,4/25/2018 21:05,25.82,1969,75.7,22.01,982,21.23,0.4373,0,4.435
565,4/25/2018 21:10,25.89,2214,74.9,22.11,1114,21.12,0.4373,0,4.427
566,4/25/2018 21:15,25.7,1811,76.7,22.18,904,21.32,0.4373,0,4.42
567,4/25/2018 21:20,25.94,1966,75.6,22.25,983,21.32,0.4373,0,4.415
568,4/25/2018 21:25,25.79,1954,73.8,22.32,982,20.79,0.4367,0,4.409
569,4/25/2018 21:30,25.26,1829,78.2,22.37,914,21.21,0.4373,0,4.405
570,4/25/2018 21:35,25.06,2231,77,22.39,1121,20.77,0.4373,0,4.4
571,4/25/2018 21:40,25.26,1699,79.1,22.37,832,21.4,0.4373,0,4.421
572,4/25/2018 21:45,24.75,2161,78.4,22.3,1084,20.76,0.4367,0,4.454
573,4/25/2018 21:50,24.92,2289,76.9,22.3,1157,20.61,0.436,0,4.469
574,4/25/2018 21:55,25.33,1769,77,22.3,883,21.03,0.4367,0,4.453
575,4/25/2018 22:00,25.43,2176,74.7,22.32,1094,20.63,0.436,0,4.439
576,4/25/2018 22:05,25.26,1964,73.6,22.35,987,20.23,0.4367,0,4.432
577,4/25/2018 22:10,25.36,2266,73.9,22.39,1143,20.39,0.436,0,4.424
578,4/25/2018 22:15,25.48,2266,74.5,22.44,1139,20.64,0.436,0,4.418
579,4/25/2018 22:20,24.7,2204,73.9,22.39,1103,19.76,0.436,0,4.412
580,4/25/2018 22:25,25.38,1964,71.7,22.37,982,19.92,0.436,0,4.406
581,4/25/2018 22:30,25.65,2386,70.8,22.39,1198,19.97,0.436,0,4.412
582,4/25/2018 22:35,25.72,1534,72,22.42,756,20.32,0.436,0,4.459
583,4/25/2018 22:40,26.08,2166,68.8,22.39,1083,19.93,0.436,0,4.483
584,4/25/2018 22:45,25.72,2034,73,22.44,1016,20.54,0.4353,0,4.463
585,4/25/2018 22:50,26.08,2074,73.8,22.49,1036,21.07,0.4353,0,4.451
586,4/25/2018 22:55,26.11,1869,72.2,22.58,933,20.74,0.4353,0,4.439
587,4/25/2018 23:00,25.77,1769,75.9,22.58,876,21.22,0.4353,0,4.432
588,4/25/2018 23:05,25.89,1564,74.2,22.58,771,20.97,0.4353,0,4.424
589,4/25/2018 23:10,25.36,2414,74.9,22.58,1216,20.61,0.4353,0,4.42
590,4/25/2018 23:15,26.52,2101,74.3,22.63,1051,21.6,0.4346,0,4.414
591,4/25/2018 23:20,25.7,1926,77.3,22.7,958,21.45,0.4353,0,4.409
592,4/25/2018 23:25,25.11,1046,79.1,22.7,502,21.26,0.4346,0,4.405
593,4/25/2018 23:30,25.45,1724,78.3,22.7,852,21.42,0.4353,0,4.4
594,4/25/2018 23:35,25.82,1584,79.4,22.73,777,22.01,0.4353,0,4.405
595,4/25/2018 23:40,25.4,1029,76.6,22.7,492,21.02,0.4353,0,4.448
596,4/25/2018 23:45,24.97,1539,77.6,22.68,751,20.81,0.4346,0,4.472
597,4/25/2018 23:50,25.77,1794,74.9,22.66,876,21.01,0.4346,0,4.454
598,4/25/2018 23:55,25.67,1411,72,22.63,682,20.27,0.4353,0,4.442
599,4/26/2018 0:00,25.19,1461,74.4,22.63,707,20.33,0.4346,0,4.432
600,4/26/2018 0:05,25.5,2211,74.1,22.56,1079,20.57,0.4353,0,4.426
601,4/26/2018 0:10,26.35,1776,73.3,22.58,856,21.22,0.4353,0,4.42
602,4/26/2018 0:15,25.79,2046,72.9,22.58,991,20.59,0.4353,0,4.415
603,4/26/2018 0:20,25.45,1851,75.7,22.56,891,20.87,0.4353,0,4.409
604,4/26/2018 0:25,25.19,1509,76.3,22.58,722,20.74,0.4346,0,4.405
605,4/26/2018 0:30,25.82,891,76.5,22.63,422,21.4,0.4346,0,4.402
606,4/26/2018 0:35,24.77,1344,77.5,22.51,636,20.6,0.4346,0,4.414
607,4/26/2018 0:40,24.94,904,78.1,22.47,427,20.89,0.4346,0,4.448
608,4/26/2018 0:45,24.48,1461,78.7,22.47,689,20.57,0.4346,0,4.472
609,4/26/2018 0:50,24.87,801,79.9,22.47,387,21.19,0.4339,0,4.453
610,4/26/2018 0:55,25.48,909,79.5,22.51,444,21.7,0.4346,0,4.439
611,4/26/2018 1:00,25.26,1084,78.2,22.56,531,21.21,0.4346,0,4.432
612,4/26/2018 1:05,25.79,979,77.6,22.56,472,21.61,0.4346,0,4.424
613,4/26/2018 1:10,24.97,804,79.8,22.58,376,21.26,0.4346,0,4.418
614,4/26/2018 1:15,24.07,834,81.5,22.51,392,20.74,0.4339,0,4.412
615,4/26/2018 1:20,24.75,796,81.1,22.47,368,21.32,0.4346,0,4.408
616,4/26/2018 1:25,25.02,1184,78.6,22.49,532,21.06,0.4339,0,4.403
617,4/26/2018 1:30,25.26,979,78.4,22.49,439,21.26,0.4339,0,4.4
618,4/26/2018 1:35,24.85,1446,79.9,22.42,669,21.17,0.4339,0,4.423
619,4/26/2018 1:40,25.06,1599,77.1,22.44,746,20.8,0.4332,0,4.462
620,4/26/2018 1:45,25.02,379,76.6,22.42,157,20.64,0.4339,0,4.469
621,4/26/2018 1:50,24.41,706,79.1,22.39,314,20.58,0.4332,0,4.447
622,4/26/2018 1:55,23.91,411,80.5,22.37,177,20.37,0.4339,0,4.438
623,4/26/2018 2:00,24.22,1476,81.3,22.32,694,20.84,0.4332,0,4.427
624,4/26/2018 2:05,25.14,1459,78.2,22.3,692,21.1,0.4332,0,4.423
625,4/26/2018 2:10,25.36,436,78.2,22.27,188,21.31,0.4339,0,4.415
626,4/26/2018 2:15,24.51,986,80,22.23,453,20.86,0.4332,0,4.411
627,4/26/2018 2:20,24.63,276,80.6,22.25,111,21.1,0.4339,0,4.408
628,4/26/2018 2:25,23.76,464,83.7,22.23,203,20.86,0.4339,0,4.395
629,4/26/2018 2:30,24.17,736,83.6,22.23,336,21.24,0.4332,0,4.409
630,4/26/2018 2:35,24.39,591,81.8,22.25,266,21.1,0.4339,0,4.456
631,4/26/2018 2:40,24.46,879,80.9,22.25,404,20.99,0.4339,0,4.481
632,4/26/2018 2:45,24.41,476,82.2,22.25,209,21.21,0.4339,0,4.46
633,4/26/2018 2:50,23.98,686,82.1,22.25,316,20.76,0.4339,0,4.448
634,4/26/2018 2:55,24.53,999,79.6,22.23,476,20.8,0.4332,0,4.438
635,4/26/2018 3:00,24.48,569,79.6,22.23,257,20.75,0.4339,0,4.43
636,4/26/2018 3:05,24.05,206,80.1,22.23,83,20.43,0.4332,0,4.424
637,4/26/2018 3:10,24.27,584,80.2,22.18,273,20.66,0.4339,0,4.417
638,4/26/2018 3:15,24.44,724,80.5,22.18,351,20.89,0.4339,0,4.412
639,4/26/2018 3:20,24.24,486,81,22.18,227,20.8,0.4332,0,4.409
640,4/26/2018 3:25,23.62,219,81.5,22.15,94,20.29,0.4332,0,4.406
641,4/26/2018 3:30,23.21,149,83.1,22.11,61,20.21,0.4332,0,4.402
642,4/26/2018 3:35,22.92,149,84.1,22.06,61,20.12,0.4332,0,4.4
643,4/26/2018 3:40,22.94,211,84.4,22.01,94,20.2,0.4332,0,4.429
644,4/26/2018 3:45,22.94,186,84,21.99,82,20.12,0.4325,0,4.462
645,4/26/2018 3:50,22.85,149,84.1,21.94,64,20.05,0.4332,0,4.469
646,4/26/2018 3:55,22.66,119,83.8,21.91,48,19.8,0.4332,0,4.451
647,4/26/2018 4:00,22.49,86,84.7,21.84,33,19.81,0.4325,0,4.441
648,4/26/2018 4:05,22.32,79,85.7,21.82,31,19.83,0.4325,0,4.432
649,4/26/2018 4:10,22.2,69,86,21.8,26,19.77,0.4325,0,4.426
650,4/26/2018 4:15,21.94,49,88.5,21.8,18,19.98,0.4325,0,4.42
651,4/26/2018 4:20,21.7,36,89.6,21.77,14,19.94,0.4332,0,4.417
652,4/26/2018 4:25,21.51,29,90.5,21.75,12,19.91,0.4325,0,4.412
653,4/26/2018 4:30,21.22,24,91.3,21.72,11,19.77,0.4325,0,4.409
654,4/26/2018 4:35,21.08,16,91.8,21.7,6,19.72,0.4325,0,4.405
655,4/26/2018 4:40,20.91,9,92.4,21.65,3,19.66,0.4325,0,4.403
656,4/26/2018 4:45,20.75,4,93.2,21.6,2,19.63,0.4325,0,4.4
657,4/26/2018 4:50,20.67,1,93.7,21.56,1,19.65,0.4332,0,4.398
658,4/26/2018 4:55,20.58,1,94,21.51,1,19.61,0.4332,0,4.395
659,4/26/2018 5:00,20.65,1,93.6,21.49,1,19.61,0.4332,0,4.392
660,4/26/2018 5:05,20.72,1,93.4,21.44,1,19.64,0.4332,0,4.391
661,4/26/2018 5:10,20.72,1,93,21.41,1,19.57,0.4332,0,4.389
662,4/26/2018 5:15,20.77,1,92.7,21.37,1,19.57,0.4332,0,4.388
663,4/26/2018 5:20,20.84,1,92.4,21.34,1,19.59,0.4339,0,4.386
664,4/26/2018 5:25,20.82,1,92.1,21.32,1,19.51,0.4332,0,4.385
665,4/26/2018 5:30,20.65,1,92.7,21.29,1,19.45,0.4332,0,4.383
666,4/26/2018 5:35,20.56,1,93.1,21.27,1,19.43,0.4332,0,4.383
667,4/26/2018 5:40,20.44,1,93.4,21.25,1,19.36,0.4332,0,4.382
668,4/26/2018 5:45,20.46,1,93.5,21.22,1,19.4,0.4332,0,4.38
669,4/26/2018 5:50,20.63,1,93,21.2,1,19.48,0.4332,0,4.379
670,4/26/2018 5:55,20.65,1,92.7,21.2,1,19.45,0.4332,0,4.379
671,4/26/2018 6:00,20.56,1,93,21.17,1,19.41,0.4332,0,4.377
672,4/26/2018 6:05,20.41,1,93.4,21.17,1,19.34,0.4332,0,4.377
673,4/26/2018 6:10,20.44,1,93.1,21.15,1,19.31,0.4339,0,4.376
674,4/26/2018 6:15,20.25,1,93.6,21.15,1,19.21,0.4332,0,4.376
675,4/26/2018 6:20,20.27,1,93.8,21.1,1,19.26,0.4332,0,4.374
676,4/26/2018 6:25,20.29,1,93.1,21.08,1,19.17,0.4332,0,4.37
677,4/26/2018 6:30,20.29,1,92.7,21.06,1,19.1,0.4332,0,4.352
678,4/26/2018 6:35,20.29,1,92.7,21.03,1,19.1,0.4332,0,4.335
679,4/26/2018 6:40,20.32,1,92.5,21.01,1,19.09,0.4332,0,4.343
680,4/26/2018 6:45,20.29,1,92.2,20.98,1,19.01,0.4332,0,4.347
681,4/26/2018 6:50,20.27,1,92.2,20.96,1,18.99,0.4332,0,4.35
682,4/26/2018 6:55,20.27,1,92.5,20.91,1,19.04,0.4332,0,4.352
683,4/26/2018 7:00,20.29,1,92.3,20.91,1,19.03,0.4332,0,4.353
684,4/26/2018 7:05,20.25,1,92.1,20.89,1,18.95,0.4339,0,4.355
685,4/26/2018 7:10,20.29,1,91.7,20.86,1,18.92,0.4339,0,4.356
686,4/26/2018 7:15,20.41,1,91.3,20.84,1,18.97,0.4332,0,4.356
687,4/26/2018 7:20,20.41,1,91.3,20.84,1,18.97,0.4332,0,4.356
688,4/26/2018 7:25,20.36,1,91.6,20.82,1,18.98,0.4332,0,4.358
689,4/26/2018 7:30,20.39,1,91.5,20.82,1,18.98,0.4332,0,4.358
690,4/26/2018 7:35,20.29,1,92.2,20.82,1,19.01,0.4339,0,4.358
691,4/26/2018 7:40,20.1,1,93.2,20.82,1,18.99,0.4346,0,4.358
692,4/26/2018 7:45,19.86,1,93.7,20.82,1,18.84,0.4346,0,4.356
693,4/26/2018 7:50,19.75,1,94.4,20.82,1,18.85,0.4353,0,4.358
694,4/26/2018 7:55,19.67,1,95.3,20.82,1,18.93,0.4353,0,4.358
695,4/26/2018 8:00,19.48,1,95.7,20.82,1,18.8,0.4353,0,4.356
696,4/26/2018 8:05,19.41,1,96,20.82,1,18.78,0.4353,0,4.356
697,4/26/2018 8:10,19.48,1,96.3,20.82,1,18.9,0.4353,0,4.356
698,4/26/2018 8:15,19.37,1,96.4,20.79,1,18.8,0.4346,0,4.355
699,4/26/2018 8:20,19.39,1,96.2,20.79,1,18.79,0.4353,0,4.355
700,4/26/2018 8:25,19.53,1,95,20.75,1,18.73,0.4346,0,4.355
701,4/26/2018 8:30,19.51,1,95,20.72,1,18.71,0.4346,0,4.355
702,4/26/2018 8:35,19.29,1,95.2,20.7,1,18.53,0.4346,0,4.355
703,4/26/2018 8:40,19.15,1,95.2,20.67,1,18.39,0.4346,0,4.355
704,4/26/2018 8:45,19.01,1,95.8,20.67,1,18.35,0.4346,0,4.353
705,4/26/2018 8:50,18.94,1,95.8,20.65,1,18.28,0.4346,0,4.353
706,4/26/2018 8:55,18.91,1,95.7,20.63,1,18.24,0.4346,0,4.353
707,4/26/2018 9:00,19.08,1,95.4,20.6,1,18.35,0.4346,0,4.353
708,4/26/2018 9:05,19.03,1,95.1,20.6,1,18.25,0.4339,0,4.353
709,4/26/2018 9:10,19.15,1,94.6,20.58,1,18.29,0.4346,0,4.353
710,4/26/2018 9:15,19.17,1,93.9,20.56,1,18.19,0.4346,0,4.353
711,4/26/2018 9:20,19.39,1,95.3,20.56,1,18.64,0.4346,0,4.353
712,4/26/2018 9:25,19.32,1,95.5,20.6,1,18.6,0.4339,0,4.353
713,4/26/2018 9:30,19.2,1,95.6,20.63,1,18.5,0.4346,0,4.352
714,4/26/2018 9:35,19.25,1,96,20.63,1,18.62,0.4339,0,4.352
715,4/26/2018 9:40,19.15,1,96.6,20.63,1,18.62,0.4346,0,4.352
716,4/26/2018 9:45,19.03,1,96.9,20.63,1,18.55,0.4346,0,4.352
717,4/26/2018 9:50,19.1,1,97.5,20.6,1,18.72,0.4346,0,4.352
718,4/26/2018 9:55,19.2,1,97.6,20.58,1,18.83,0.4346,0,4.352
719,4/26/2018 10:00,19.27,1,97.7,20.6,1,18.92,0.4353,0,4.352
720,4/26/2018 10:05,19.25,1,97.8,20.6,1,18.91,0.4353,0,4.352
721,4/26/2018 10:10,19.29,1,98,20.6,1,18.99,0.4346,0,4.352
722,4/26/2018 10:15,19.44,1,98,20.6,1,19.14,0.4353,0,4.35
723,4/26/2018 10:20,19.44,1,97.5,20.58,1,19.06,0.4346,0,4.35
